RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
667,Crumpets,13,60,73,"c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""water"", ""compressed yeast"")",78.1,0.2,0.0,0.0,237.6,16.6,0.6,0.3,2.2,"c(""NOTE:- 1 tsp dry yeast can be used in place of the compressed yeast; sift it with the dry ingredients."", ""Sift flour, baking powder, sugar and salt into a large bowl."", ""Dissolve yeast in water, add to dry ingredients, beat until smooth."", ""Crumpets can be cooked in a lightly greased frying pan or electric frypan; if using frypan, pre-heat to 260 F."", ""Lightly grease some egg-rings, put them in pan to heat through."", ""When hot three-quarters fill the rings with batter."", ""Allow to cook over a low heat for approximately 10 minutes or until surface is covered with holes."", 
""Remove the rings."", ""Cover the pan, and cook a further 2 - 3 minutes or until the surface is set.  Remove from the pan, cool on a wire rack."", ""When cold, toast and serve with butter."", ""These may be frozen."")"
668,Crusty Beef Casserole,130,35,165,"c(""flour"", ""sugar"", ""salt"", ""dry mustard"", ""baking soda"", ""Worcestershire sauce"", ""vinegar"", ""tomato juice"", ""water"", ""butter"", ""garlic"", ""chives"", ""garlic"", ""parsley"")",832.5,20.5,8.7,122.2,1693.5,104.0,4.5,8.0,56.4,"c(""CRUSTY TOPPING French bread cut in1 cm slices 25g soft butter 1 clove garlic, crushed (opt) 1 Tbsp French mixed mustard chopped chives, garlic cloves or parsley Cut steak in pieces, 6 cm by 4 cm."", ""Place in casserole. In a bowl mix all  ingredients except crusty topping."", ""Pour over beef, and cover tightly."", ""Bake at  160 C for 2 hours."", ""Combine butter, add garlic (opt), mustard and herbs."", ""Spread  on one side of each bread slice (use sufficient slices to cover the top of  casserole). Arrange bread, buttered side up, on meat, pushing slices firmly down to soak up juices."", 
""Return uncovered casserole to oven at 200 C for about 10  minutes or until bread is crisp and golden."")"
670,Cucumber Pan Rolls,171,30,201,"c(""cucumber"", ""low-fat sour cream"", ""water"", ""sugar"", ""salt"", ""all-purpose flour"", ""active dry yeast"", ""fresh chives"", ""fresh dill"")",165.7,1.7,0.8,3.9,199.7,32.5,1.4,1.6,4.8,"c(""Place cucumber in a blender  or food processor; cover and process until smooth."", ""Place 3/4 cup of puree in a saucepan (discard remaining puree or save for  another use.)  Add sour cream, water, sugar, and salt to pan; heat to 120 to 130 degrees (mixture will appear separated).  In a mixing bowl, combine 1 1/4 cups  flour, yeast, chives and dill; add cucumber mixture.  Beat on low speed just  until moistened; beat on high for 3 minutes."", ""Add enough remaining flour to form a stiff dough."", ""Turn onto a floured surface; knead until smooth and elastic,  about 6 to 8 minutes."", 
""Place in a greased bowl, turning once to grease top."", ""Cover and let rise in a warm place until doubled about 1 hour."", ""Punch dough  down; let rest 10 minutes."", ""Shape into 12 balls; place in a 13 x 9 x 2\"" baking  pan that has been sprayed with nonstick cooking spray."", ""Cover and let rise until doubled, about 45 minutes."", ""Bake at 375 for 30 to 35 minutes or until golden  brown."", ""Remove from pan and cool on a wire rack f!  or 10 minutes."", ""Serve warm."")"
674,Curried Carrot Bisque,35,25,60,"c(""butter"", ""carrot"", ""leeks"", ""fresh ginger"", ""garlic"", ""curry powder"", ""curry paste"", ""carrot"")",273.1,14.8,7.9,42.8,493.4,28.3,4.7,11.4,8.5,"c(""Heat butter over medium heat in pot. Stir in carrots, leeks, ginger, garlic"", ""and curry powder."", ""Saute for about 5 minutes or until leeks soften slightly."", ""Pour in chicken stock, bring to a boil, lower heat and simmer, covered, 20 ~ 25  minutes or until vegetables are tender."", ""Puree in a blender or food processor."", ""Return to heat, add whipping cream, salt and pepper and simmer for 5 minutes."", ""Garnish with grated carrot.  Serves 4 to 6."", ""The Globe and Mail -----"")"
675,Curried Chicken II,0,55,55,"c(""boiling water"", ""chicken"", ""butter"", ""onion"", ""curry powder"", ""clove"", ""cinnamon"", ""salt"")",373.9,27.8,12.7,101.5,450.4,8.6,1.1,6.8,22.1,"c(""Put desiccated coconut to soak in a pint of boiling water for a couple of hours."", ""Sieve and strain."", ""Only the liquid is used."", ""Cut up a chicken or use chicken  pieces."", ""Melt butter or good dripping in pan, add finely chopped onion, curry  powder, a pinch of ground cloves and cinnamon."", ""Fry stirring constantly, till  brown."", ""Add chicken pieces and fry these until brown."", ""Add  salt, the warmed  coconut liquid."", ""Cover saucepan, and simmer gently till chicken is tender."")"
676,Cream Cheese Biscuits,20,25,45,"c(""flour"", ""salt"", ""butter"", ""cream cheese"")",130.0,10.2,6.2,28.1,284.3,8.2,0.3,0.3,1.6,"c(""Preheat the oven to 425 degrees."", ""Sift together the flour and salt. Add the butter, piece by piece, and the cream cheese. Mix until you have a dough that holds together."", ""Do not overmix."", ""Turn the dough out onto a lightly floured work surface and, with a rolling pin, roll it out to a thickness of about 1/2\""."", ""Cut out rounds with a biscuit cutter and place on a lightly buttered baking sheet.  Bake until pale brown, about 20 minutes."", ""Serve warm."")"
677,Cream Cheese Chicken Lasagna,15,30,45,"c(""cottage cheese"", ""cream cheese"", ""milk"", ""poultry seasoning"", ""ripe olives"", ""onion"", ""green pepper"", ""chicken"", ""sharp cheddar cheese"")",574.7,26.2,12.1,50.1,1393.5,64.0,3.6,5.1,21.0,"c(""Cook noodles according to package directions; drain, and set aside.   Combine cottage cheese and cream cheese, stirring well; add soup and   next 6 ingredients."", ""Spread 1/2 cup of cheese mixture in bottom of a   13- x 9- x 2-inch baking pan."", ""Layer one-third of the noodles,   chicken, and cheese mixture in pan; repeat layers twice. Sprinkle   with breadcrumbs and Cheddar cheese; cover with aluminum foil."", ""Bake   at 350 degrees for 30 minutes; uncover and bake an additional 15   minutes.""
)"
678,Cream Scones,10,20,30,"c(""flour"", ""salt"", ""baking powder"", ""sugar"", ""butter"", ""eggs"", ""heavy cream"", ""raisins"", ""water"")",294.5,17.5,10.3,119.4,571.4,28.3,0.8,3.3,6.1,"c(""Preheat the oven to 450."", ""Mix dry ingredients together, reserving 1 Tbsp sugar."", ""Cut butter into bits and rub into dry ingredients until thoroughly blended."", ""(Or pulse in food processor).   Beat 2 eggs with cream, and blend into dry  ingredients with a few swift strokes."", ""Use only a few more strokes to add  raisins."", ""Turn dough onto lightly floured surface and knead 10 times; no more.   If it is very sticky, add a little flour, but very little; don't worry if it  sticks a bit to your hands."", 
""Press the dough into a 3/4 inch rectangle and cut  into 2 inch rounds with a biscuit cutter or glass."", ""Place the rounds on an  ungreased baking sheet.  Gently reshape the leftover dough and cut again; this  recipe will produce 10-14 biscuits."", ""Beat the remaining egg with 1 tablespoonful  of water and brush the top of each scone; sprinkle each with a little of the  remaining sugar."", ""Bake 7-9 minutes, or until the scones are a beautiful golden  brown."", ""These keep better than biscuits, but should still be eaten the same day  you make them."", 
""Seven Easy Additions to Cream Scones:"", ""--Stir one-half cup or more chopped nuts into the prepared batter."", ""--Use up to fifty percent whole wheat flour."", ""--Substitute fresh fruit (apples, pears, peaches), whole berries (blueberries, cranberries) or minced dried fruit (figs, apricots) for the raisins."", ""--Add one teaspoonful or more of cinnamon or ginger, or a pinch of nutmeg or allspice to the dried ingredients."", ""--Add one-half cup grated cheese along with the eggs and cream; reduce the sugar to one teaspoon."", 
""--Add minced fresh herbs to taste-dill, parsley, and chevril are especially good; reduce the sugar to one teaspoonful."", ""--Add one-half cup or more of minced cooked meat along with the eggs and cream; reduce the sugar to one teaspoon."")"
680,Creamy Smoked Salmon & Dijon Pasta,5,45,50,"c(""butter"", ""shallots"", ""garlic"", ""smoked salmon"", ""green onions"", ""sour cream"", ""light sour cream"", ""Dijon mustard"", ""white pepper"")",438.6,20.3,9.7,97.8,596.9,44.1,2.4,3.0,20.1,"c(""Cook the pasta."", ""Drain but do not rinse. Meanwhile, heat the butter in a large frying pan."", ""Add the shallots and saute=E9 for about 5 minutes."", ""Meanwhile, cut the salmon into thin bite-size pieces (I  use thick bite sized pieces) and slice the green onions; set aside.  Then, whisk the sour cream, Dijon and pepper into the sauted shallots."", ""Remove from the heat and immediately stir into the drained cooked pasta."", ""Add the salmon and green  onions and toss."", ""Serve hot or as a cold pasta salad."", 
""The flavour becomes  fuller with a day's refrigeration."", ""If it's not creamy enough after being  chilled, simply stir in more sour cream."")"
682,Crisp Flatbread,34,70,104,"c(""fresh compressed yeast"", ""water"", ""salt"", ""4 grain bread flour"")",107.0,0.5,0.1,0.0,195.7,23.1,3.2,0.2,3.3,"c(""To roll out: 1 1/4 cups plain white flour Crumble the yeast in a mixing bowl."", ""Pour on the water."", ""Stir to dissolve the yeast. Add salt and bread flour."", ""Knead to an elastic dough."", ""Turn out the dough onto a floured work surface. Cut into 3 parts."", ""Form each part into a sausage and cut it into 8 pieces."", ""Form each piece into a round ball."", ""Cover and let rise for about 30 minutes."", ""Roll out each ball into a very thin circle. N.B."", ""Do not knead! Roll and turn the cake several times."", 
""When it is very thin, about 2 mm (1/12\""), prick very closely with a fork."", ""Make a hole in the middle of each cake. Place two cakes on each baking sheet. Bake at once at 275M-0C/525M-0F oven for 3 - 4 minutes."", ""Cool on a rack."")"
683,Crisp Lemon Chicken,1,35,36,"c(""cornflour"", ""water"", ""chicken tenderloins"", ""spring onion"", ""cornflour"", ""lemon juice"", ""lemon, rind of"", ""ginger"", ""brown sugar"")",236.4,6.5,1.2,47.4,210.8,20.8,1.4,5.4,23.2,"c(""Lemon Sauce:-  Mix cornflour with the lemon juice.  Mix the lemon rind, stock, ginger, brown sugar and cornflour mixture together in a saucepan."", ""Bring to the boil and cook for 1 minutes."", ""Set aside while preparing chicken."", ""Crisp Chicken:-  Lightly beat the egg whites, cornflour and water together."", ""Dip the chicken in this mixture.  Heat the oil in a wok or frying pan and fry the chicken until the juices run clear."", ""Pour over the lemon sauce and served garnished with chopped spring onion.""
)"
684,Crispy Potato Wedges,40,70,110,"c(""russet potatoes"", ""black pepper"", ""salt"", ""garlic cloves"", ""reduced sodium ketchup"")",777.6,14.4,2.0,0.0,342.0,149.2,18.9,6.7,17.3,"c(""Place potatoes in a large bowl; add cold water to cover and let stand 15 min      minutes."", ""Preheat oven to 425."", ""Spray a nonstick baking sheet with vegetable cooking spray."", ""Set aside."", ""Drain potatoes in colander."", ""Spread on a double layer of paper towels."", ""Cover with a second layer of paper towels."", ""Press down on the towels to dry      potatoes."", ""Transfer potatoes to a clean large bowl."", ""Sprinkle with oil, pepper, and salt;      toss gently to combine.  Arrange seasoned potatoes in a single layer on the      prepared baking sheet."", 
""Bake potatoes for 20 minutes."", ""Using a spatula, turn potatoes; sprinkle with garlic.  Bake until golden, about 20 minutes, turning baking sheet after 10      minutes for even browning."", ""Serve immediately with ketchup on the side. <NOTE:  For a sweeter flavor, use sweet potatoes instead of the russet potatoes."", ""Add 1/2 teaspoon of paprika when tossing potatoes with spices."", ""Bake as previously directed.>."")"
687,Austrian Sweet Cheese Crepes Baked in Custard,290,65,355,"c(""dried currant"", ""boiling water"", ""cream cheese"", ""eggs"", ""lemon, zest of"", ""vanilla"", ""granulated sugar"", ""eggs"", ""granulated sugar"", ""milk"", ""confectioners' sugar"")",119.1,7.5,4.5,55.2,72.7,10.8,0.2,7.9,2.9,"c(""Make filling: In a small heatproof bowl plump currants in boiling-hot water 15 minutes  and drain."", ""Pat currants dry between paper towels."", ""In a food processor or in a bowl with an electric mixer blend together well cream cheese, jam, yolks, zest, and vanilla."", ""In a bowl with an electric mixer (beaters cleaned if necessary) beat whites with a pinch of salt until they hold soft peaks."", ""Add sugar to whites and beat meringue until it holds stiff peaks."", ""Fold cheese mixture into meringue gently but thoroughly and fold in currants."", 
""Preheat oven to 400F."", ""and lightly butter a 14-inch-long oval gratin dish or other 2 1/2-quart shallow baking dish."", ""Working with 1 crepe at a time, spread 2 generous tablespoons filling on  each crepe, leaving a 1/2-inch border all around, and roll up crepes  jelly-roll fashion."", ""With a sharp knife cut crepes on a diagonal in half  and arrange, overlapping slightly, in layers in baking dish."", ""Crepes may  be prepared up to this point 4 hours ahead and chilled, covered."", ""Bring  crepes to at room temperature before proceeding."", 
""In a small bowl whisk together eggs, granulated sugar, and milk and pour  over crepes, letting custard seep between layers."", ""Bake crepes in middle  of oven 30 to 35 minutes, or until puffed and custard is set, and cool to warm."", ""Dust crepes with confectioners' sugar and serve with apricot caramel  sauce."")"
688,Crunchy Pretzel Drops No-Bake Cookies,0,25,25,"c(""light corn syrup"", ""milk"", ""butter"", ""vanilla"")",106.3,3.4,2.4,2.7,173.4,17.9,0.4,6.3,1.4,"c(""Mix first 5 ingredients in saucepan. Melt over low heat, stirring constantly."", ""Remove from heat and stir in cereal and pretzels."", ""Drop by rounded tablespoonful onto wax paper and allow to harden."")"
689,Crunchy Oven Fried Fish,12,45,57,"c(""all-purpose flour"", ""lemon pepper"", ""cornmeal"", ""lemons, rind of"", ""dried basil"")",206.6,1.7,0.3,62.3,154.4,16.9,1.2,0.6,29.1,"c(""Preheat oven to 450."", ""Cut fish into serving size pieces."", ""Mix flour, lemon  pepper, and 1/4 tsp salt in a shallow dish."", ""Beat egg white until frothy; place  in another shallow dish."", ""Combine bread crumbs, cornmeal, lemon peel, and basil  in a third shallow dish."", ""Dip top of fillets into flour  mixture; Shake off any  excess."", ""Dip tops into egg white; coat with crumb mixture.  Spray a shallow  baking pan with nonstick cooking spray."", ""Place fillets in pan, coating side up;  tuck under thin edges."", 
""Bake for 6 to 12 minutes or until fish flakes easily  with a fork."")"
690,Crusty Garlic Bread,45,75,120,"c(""garlic cloves"", ""olive oil"", ""fresh parsley"", ""fresh thyme"", ""dried thyme"", ""fresh marjoram"", ""dried marjoram"", ""paprika"", ""parmesan cheese"")",71.8,1.7,0.3,0.0,134.1,11.8,0.8,0.2,2.1,"c(""Preheat oven to 350°F."", ""In a small bowl, combine the garlic and oil, mix well."", ""In another bowl, combine parsley, thyme, marjoram and paprika."", ""Add Parmesan; mix well."", ""Cut each loaf crosswise into diagonal slices, without cutting all the way through."", ""Brush cut sides of slices with garlic oil."", ""Sprinkle herb mixture between slices."", ""Wrap each loaf in foil, place on a baking sheet.  Bake until heated through, about 10 to 15 minutes."", ""Unwrap the loaves and place them on a breadboard or in a basket.  Serve immediately."", 
""FREEZER Follow the recipe through step 2, but wrap each loaf in plastic wrap and then in foil."", ""Freeze up to 1 month."", ""To heat, preheat oven to 350°F."", ""Remove foil and plastic wrap from loaves; rewrap in foil."", ""Place on a baking sheet and bake until heated through, about 25 to 30 minutes."")"
693,Creamed Tuna,0,15,15,"c(""tuna"", ""milk"", ""pimientos"")",292.2,15.1,4.5,43.5,980.8,12.4,0.0,2.1,25.8,"c(""Mix soup and milk until well blended, heat until very hot (do not boil) add tuna and pimientos."", ""Heat  until hot and serve over toast or biscuits."", ""Garnish with a couple of small sweet pickles (goes great with this)."")"
694,Creamy Mushroom and Onion Rotini,16,10,26,"c(""rotini pasta"", ""bacon"", ""garlic"", ""cooking onion"", ""mushroom"", ""dried thyme leaves"", ""salt"", ""pepper"", ""dry white wine"", ""fresh parsley"")",365.7,8.1,2.9,12.2,158.7,58.8,3.4,4.5,13.2,"c(""Cook rotini pasta according to package directions."", ""In large skillet, heat oil over medium heat.  Add bacon and cook until translucent.  Stir in garlic, onion and mushrooms."", ""Cook, stirring occasionally, for 5 minutes or until mushrooms begin to brown."", ""Increase heat to high and stir in thyme, salt and pepper."", ""Stir in cream, stock and wine.  When mixture boils, reduce heat and simmer for 1 minute. Add hot drained pasta and toss."", ""Garnish with chopped fresh parsley and serve immediately.""
)"
705,Tortilla Peach Cobbler,25,5,30,"c(""sugar"", ""cornstarch"", ""candied ginger"", ""white flour tortillas"", ""wheat flour tortillas"", ""sugar"")",232.6,2.1,0.5,0.0,146.7,52.6,2.4,38.0,2.9,"c(""Preheat oven to 400 and lightly spray an 8 or 9\"" round cake pan."", ""In a mixing bowl, stir together sugar and cornstarch."", ""Add peaches with juice and ginger."", ""Toss to combine evenly."", ""Spread 1/2 of the peach mixture evenly into prepared pan."", ""Arrange 1/2 of the tortilla strip over peaches."", ""Top with remaining peach mixture.  Arrange remaining tortilla strips over peaches in a lattice pattern."", ""Lightly spray lattice with cooking spray and sprinkle with sugar and almonds, if desired."", 
""Bake 25 minutes until filling is bubbly throughout and top is browned."")"
712,Twice Baked Potatoes II,30,15,45,"c(""potatoes"", ""milk"", ""margarine"", ""cheddar cheese"")",120.3,3.7,1.5,5.5,59.7,18.9,2.3,0.9,3.5,"c(""Bake potatoes until almost done. Remove from oven and let cool long enough so that you can handle them."", ""Cut them in half lengthwise and scoop out the insides and place in a bowl."", ""Mash the potatoes with a masher, add some milk (for 6 potatoes I add about 3-4 tbsp.) and about 2 tablespoons of margarine."", ""Mash some more to mix in the milk and margarine. Add about 1/2 cup of grated cheddar cheese , how much depends on how cheesy you want them, and mix the cheese in thoroughly."", ""Place the potato mixture back into the skins and bake at 350% for about 30 minutes.""
)"
715,Unusual Chicken,0,0,0,"c(""chicken piece"", ""chili powder"", ""ginger"", ""salt"", ""garam masala"", ""soy sauce"", ""plain yogurt"", ""curry leaf"", ""ginger"", ""garlic"", ""green chili"", ""spring onion"", ""coriander leaves"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Mix together and marinate chicken for about 5 to 6 hours or overnight in a covered dish in the refrigerator."", ""Add one beaten egg and corn flour to cover. Place some ground nut oil in a wok heat oil and deep fry on a low heat. The meat is now ready to eat."", ""If a hotter dish is required: Take some curry leaves, ginger, garlic, green chilies, spring onions, coriander leaves. Place all the above in a wok with hot oil and fry for a couple of minutes."", ""Add some yogurt and tomato sauce and stir. Now add the chicken and some red food coloring and stir fry again to cover all the meat with the sauce.""
)"
719,Vegetarian Baked Stuffed Red Bell Peppers,20,0,20,"c(""long-grain rice"", ""salt"", ""sweet peppers"", ""butter"", ""margarine"", ""onion"", ""celery"", ""sunflower seeds"", ""parsley"", ""eggs"", ""dried oregano leaves"", ""black pepper"", ""sharp cheddar cheese"")",423.6,25.5,10.1,130.7,803.5,36.1,6.3,9.1,14.3,"c(""Cook rice in 1-1/2 cups boiling salted water for 35 minutes or until tender."", ""Drain if necessary."", ""Set aside. Cut peppers in half."", ""Remove seeds and white  membrane.  Parboil peppers in boiling salted water for 5 minutes."", ""Arrange in  slightly oiled, shallow 1-1/2 quart baking dish."", ""Melt butter in small skillet.   Add onion, celery, and sunflower seeds."", ""Saute until onion is tender."", ""Remove  from heat.  Stir into rice.  Add parsley, eggs, oregano, jalapeno pepper, black  pepper, and salt to taste.  Fill peppers with mixture.  Sprinkle cheese on top."", 
""Put about 1/3 cup hot water in bottom of dish."", ""(I use the water used to parboil the peppers.)  Bake at 400  F for about 20 minutes."")"
720,Chili With Biscuits,12,45,57,"c(""garbanzo beans"", ""kidney beans"", ""celery"", ""onion"", ""apple cider"", ""low sodium chicken broth"", ""chili powder"", ""garlic"", ""dried oregano"", ""pepper"", ""nonfat cheddar cheese"", ""all-purpose flour"", ""whole wheat flour"", ""baking powder"", ""salt"", ""skim milk"", ""low-fat sour cream"")",200.2,2.4,0.8,3.3,458.2,37.0,7.0,3.6,8.8,"c(""Stir together undrained tomatoes, garbanzo beans, kidney beans, celery, onion,  apple juice, chicken broth, chili powder, garlic, oregano, and pepper in a 4  quart Dutch oven or kettle.  Bring to boiling; reduce heat. Sour Cream Biscuits: stir together both flours, baking powder, and salt in a medium bowl."", ""Add milk  and sour cream,  stirring until just moistened."", ""Drop biscuit dough in 8 mounds  onto simmering soup mixture.  Cook, covered, about 12 minutes or until a  toothpick inserted into biscuits comes out clean."", 
""Ladle soup into soup bowls."", ""Place a biscuit on top of each serving and sprinkle with cheese."")"
730,Lemon Whipped Cream,0,5,5,"c(""heavy cream"", ""sugar"", ""lemon juice"", ""lemons, zest of"")",21.5,1.8,1.1,6.8,1.9,1.3,0.0,1.1,0.1,"c(""Whip heavy cream."", ""Fold in sugar, lemon juice and zest."")"
736,Whole Grain Buttermilk Pancakes,0,0,0,"c(""whole wheat flour"", ""cornmeal"", ""brown sugar"", ""baking powder"", ""baking soda"", ""salt"", ""buttermilk"", ""eggs"")",61.5,2.0,0.5,36.1,154.2,8.9,1.2,2.2,3.0,"c(""In a medium size bowl, combine the whole wheat flour, oat bran, cornmeal, sugar, baking powder and baking soda, and salt.  In another bowl, combine the  buttermilk, egg yolks and oil."", ""In a large bowl, beat the egg whites until stiff  peaks form."", ""Stir in the buttermilk mixture into the flour mixture.  Fold in the egg whites."", ""Lightly coat a skillet with cooking spray and set over moderate  heat.  When the skillet is hot, cook the pancakes 4 at a time, using 1/4 cup  batter for each."", ""Cook for about 2 minutes on one side or until bubbles appear  on the surface; turn, then cook 2 minutes or until golden brown on each side and cook through.""
)"
742,Yolkless Noodles,0,0,0,"c(""all-purpose flour"", ""salt"", ""water"", ""olive oil"", ""all-purpose flour"")",138.2,1.5,0.2,0.0,160.0,26.1,0.9,0.1,4.4,"c(""In a large mixing bowl stir together the 2 cups flour and salt.  Make a well in  the center of the dry mixture.  In a small mixing bowl combine egg white, water, and oil."", ""Add to the dry mixture.  Mix well."", ""Sprinkle kneading surface with 1  Tbsp of the remaining flour."", ""Turn dough out onto floured surface.  Knead till  dough is smooth and elastic (8 to 10 minutes total), adding 1 to 2 Tbsp  additional flour as needed."", ""Cover and let the dough rest for 10 minutes."", ""Divide dough into 4 equal portions."", 
""On a lightly floured surface, roll each  portion into a 12\"" square, (about 1/16\"" thick).  Let stand, uncovered, about 20  minutes."", ""Loosely roll up dough jelly-roll style; cut into 1/4\"" wide strips."", ""Shake the strands to separate and cut into 2 to 3\"" lengths."", ""If using a pasta  machine, pass each portion through machine according to manufacturer's  directions till dough is 1/16\"" thick."", ""Cut into 1/4\"" wide strips."", ""Cut strips  into 2 to 3\"" lengths."", ""To store cut noodles, spread them on a wire cooling rack."", 
""Let noodles dry overnight or till completely dry; place in an airtight container and refrigerate for up to 3 days."", ""Or, dry the noodles for at least 1 hour and  seal in  a freezer bag or freezer container; freeze up to 8 months."", ""Cook  noodles for 1 1/2 to 2 minutes or till tender but still firm, allowing a few  more minutes for dried or frozen noodles."", ""Drain noodles well."")"
744,Yorkshire Pudding Popovers,0,0,15,"c(""plain flour"", ""egg"", ""milk"", ""salt"")",239.7,8.3,3.3,234.5,116.8,27.1,0.8,0.3,12.9,"c(""Preheat the oven to hot (425F/220C/Gas 7)"", ""Put a teaspoonful of oil or  dripping in each of several muffin tins or, to be truly Yorkshire, a couple of  tablespoonsful in a larger roasting tin and place in the oven until the fat is  really hot and beginning to smoke.  Meanwhile combine the rest of the  ingredients and beat to form a batter of the consistency of double cream."", ""If  you wish you can add mixed dried herbs to add a savoury flavour."", ""When the fat  is smoking take the tin out of the oven and place it over a low light so that it doesn't cool as you add the batter."", 
""Pour in the batter If you're using muffin  tins don't over fill."", ""Remember that the puddings will rise and puff up."", ""Put  the tin back into the top of the oven as soon as possible and leave for about  20-25 minutes by which time they will be puffed up and crisp."", ""When my  grandmother used to make Yorkshire pudding to go with the Sunday  roast we would eat it in the true Yorkshire way."", ""That is, as a first course with just a  savoury gravy poured over it.  After all, the idea of Yorkshire pudding is to  fill you up so that you don't want so much of the more expensive meat!  If there was any of the pudding left over as a treat we  kids would have it as a desert  with Golden Syrup poured over it. Servings: 4 Ian Rice (Yorkshireman)""
)"
747,Zesty Fried Chicken,35,10,45,"c(""cornmeal"", ""paprika"", ""salt"", ""garlic powder"", ""pepper"", ""cumin"", ""boneless skinless chicken breast halves"")",152.4,3.3,0.7,75.5,429.8,3.8,0.6,0.1,25.6,"c(""Combine cornmeal, paprika, salt, garlic, powder, pepper, and cumin in a shallow  dish or on a sheet of waxed paper."", ""Rinse chicken, do not pat dry; coat chicken  evenly on all sides with the cornmeal mixture."", ""Spray an unheated large skillet  with cooking spray."", ""Preheat skillet over medium high heat."", ""Add chicken; cook  for 8 to 10 minutes or until tender and no longer pink, turning occasionally to brown evenly on all sides."")"
749,Zucchini Lasagna (Lasagne) - Low Carb,40,20,60,"c(""zucchini"", ""lean ground beef"", ""onion"", ""tomatoes"", ""tomato paste"", ""garlic clove"", ""dried oregano"", ""dried basil"", ""dried thyme"", ""water"", ""pepper"", ""egg"", ""low fat cottage cheese"", ""mozzarella cheese"", ""flour"")",261.1,11.6,5.1,98.7,631.0,16.1,3.4,10.5,24.5,"c(""Cook zucchini until tender, drain and set aside. Fry meat and onions until meat is brown and onions are tender; drain fat. Add next 8 ingredients and bring to a boil."", ""Reduce heat; simmer, uncovered 10 minutes or until reduced to 2 cups."", ""In small bowl slightly beat egg."", ""Add cottage cheese, half of shredded cheese and flour."", ""In (1 1/2-qt.) baking-roasting pan arrange half of the meat mixture. Top with half of the zucchini and all the cottage cheese mixture. Top with remaining meat and zucchini."", 
""Bake uncovered at 375 degrees F for 30 minutes."", ""Sprinkle with remaining cheese. Bake 10 minutes longer."", ""Let stand 10 minutes before serving."")"
751,Zucchini Squash With Parmesan,20,0,20,"c(""zucchini"", ""margarine"", ""onion"", ""parmesan cheese"")",101.4,6.7,2.8,11.0,232.8,4.9,1.2,3.1,6.2,"c(""Slice your squash and saute it in a little margarine with sliced onion.  Salt & pepper to taste."", ""After it's done (approx. 15 to 20 min.), sprinkle with Parmesan cheese."")"
753,Tofu Lasagna,45,0,45,"c(""butter"", ""fresh mushrooms"", ""garlic cloves"", ""salt"", ""pepper"", ""wheat germ"", ""tofu"", ""parmesan cheese"", ""mozzarella cheese"", ""fresh parsley"")",350.5,16.7,8.6,41.4,626.4,34.4,3.5,6.1,16.8,"c(""Cook and drain lasagne noodles; set aside."", ""Melt butter in large skillet.  Add  mushrooms, garlic salt and pepper.  Cook until mushrooms are tender."", ""Stir in sauce and wheat germ; heat through."", ""Combine tofu and Parmesan cheese in a  bowl."", ""Combine mozzarella and parsley in another bowl."", ""In a 9x12-inch pan, layer half of each of the ingredients: noodles, tofu mixture, sauce and mozzarella  mixture.  Repeat.  Bake at 350°F for 45 minutes or until hot and bubbly."", ""Let stand for 15 minutes before cutting.""
)"
754,Tofu Mayonnaise,0,10,10,"c(""silken tofu"", ""lemon juice"", ""sugar"", ""prepared mustard"", ""apple cider vinegar"", ""salt"")",47.4,4.1,0.5,0.0,79.3,1.6,0.0,1.1,1.2,"""Combine all ingredients in a blender and beat until smooth and creamy."""
759,Tom's Double Barrel Habanero Hot Sauces,0,30,30,"c(""habaneros"", ""onion"", ""garlic cloves"", ""canola oil"", ""carrot"", ""vinegar"", ""fresh lime juice"")",469.7,15.5,1.2,0.0,133.9,77.9,13.4,38.1,13.5,"c(""Saute the onion and garlic in the oil until soft."", ""Add the carrots with a small  amount of water."", ""Bring to a boil, reduce the heat, and simmer until the carrots are soft."", ""Place the chilies, vinegar and lime juice in a blender and blend until peppers are finely minced."", ""Add the onion, garlic and carrots and  puree the mixture until smooth."", ""Return the mixture to the stove and simmer for 5 minutes."", ""Strain the mixture into an empty hot sauce bottle.  You'll get about 4  ounces."", ""This is a fiery hot sauce that you need to use with care."", 
""Place the  ingredients that were strained out into a jar and refrigerate."", ""It  will have  the consistency of finely grated horseradish and the flavor of  habanero fruit."", ""I love this on just about everything."")"
